timestamp,ask,bid,volume,datetime
1267015469.187,1.16862,10636.75494,1076677837,2010-02-24 12:44:29.187000036+00:00
3251290359.938,1.16861,10720.64102,1076677837,2073-01-10 16:12:39.938000202+00:00
3702261926.017,1.16861,10636.75494,1063675494,2087-04-27 06:05:26.017000198+00:00
