timestamp,ask,bid,volume,datetime
2199023373.261,1.17705,10636.75494,1063675494,2039-09-07 15:49:33.261000155+00:00
2864743304.143,1.17704,10636.75494,1072064102,2060-10-11 18:01:44.143000126+00:00
3311419902.926,1.17706,10636.75494,1063675494,2074-12-07 14:51:42.926000118+00:00
