timestamp,ask,bid,volume,datetime
949187889.64,1.17218,10395.16303,1086031135,2000-01-29 23:18:09.639999986+00:00
2503966050.794,1.1722,10636.75494,1068373115,2049-05-07 02:07:30.794000149+00:00
2954937616.874,1.17221,10636.75494,1078607217,2063-08-21 16:00:16.874000072+00:00
3405909182.956,1.1722,10728.19077,1082256261,2077-12-05 05:53:02.955999851+00:00
3865470683.626,1.17219,10651.85444,1085087416,2092-06-28 05:51:23.625999928+00:00
