timestamp,ask,bid,volume,datetime
1279900371.165,1.16951,10841.22726,1063675494,2010-07-23 15:52:51.164999962+00:00
1730871937.246,1.16953,10860.10163,1063675494,2024-11-06 05:45:37.246000051+00:00
2181843503.327,1.16951,10766.77837,1063675494,2039-02-20 19:38:23.327000141+00:00
2405181802.717,1.16949,10720.64102,1076677837,2046-03-20 18:03:22.717000008+00:00
2869038270.683,1.1695,10636.75494,1063675494,2060-11-30 11:04:30.683000088+00:00
3758096500.956,1.16951,10636.75494,1063675494,2089-02-01 11:41:40.955999851+00:00
